id,time,distance,velocity,acceleration,Frictional Force,airResistance,,,,time,time,time,time,time,time,distance(0.05 Frictional Coefficient),distance(0.045 Frictional Coefficient),distance(0.04 Frictional Coefficient,distance(0.035 Fricitional Coefficient),distance(0.030 Frictional Coefficient),distance(0.025 Frictional Coefficient)
carFAR_05,0.13,0.037397096,0.571787762,4.317515523,0.424785461,0.163936889,,,,0.13,0.13,0.13,0.13,0.13,0.13,0.037397096,0.037751672,0.038106247,0.038460823,0.038815398,0.039169974
carFAR_05,0.131,0.037971042,0.57610404,4.316277651,0.424785461,0.165174406,,,,0.131,0.131,0.131,0.131,0.131,0.131,0.037971042,0.03833106,0.038691077,0.039051094,0.039411111,0.039771129
carFAR_05,0.132,0.038549304,0.58041908,4.315040134,0.424785461,0.166411568,,,,0.132,0.132,0.132,0.132,0.132,0.132,0.038549304,0.038914804,0.039280304,0.039645804,0.040011304,0.040376804
carFAR_05,0.133,0.03913188,0.584732883,4.313802971,0.424785461,0.167648376,,,,0.133,0.133,0.133,0.133,0.133,0.133,0.03913188,0.039502903,0.039873927,0.040244951,0.040615974,0.040986998
carFAR_05,0.134,0.039718769,0.589045449,4.312566164,0.424785461,0.168884829,,,,0.134,0.134,0.134,0.134,0.134,0.134,0.039718769,0.040095357,0.040471945,0.040848533,0.041225121,0.04160171
carFAR_05,0.135,0.04030997,0.593356779,4.311329711,0.424785461,0.170120927,,,,0.135,0.135,0.135,0.135,0.135,0.135,0.04030997,0.040692164,0.041074357,0.041456551,0.041838744,0.042220938
carFAR_05,0.136,0.040905482,0.597666872,4.310093612,0.424785461,0.171356671,,,,0.136,0.136,0.136,0.136,0.136,0.136,0.040905482,0.041293322,0.041681162,0.042069001,0.042456841,0.042844681
carFAR_05,0.137,0.041505303,0.60197573,4.308857868,0.424785461,0.172592061,,,,0.137,0.137,0.137,0.137,0.137,0.137,0.041505303,0.04189883,0.042292357,0.042685884,0.043079411,0.043472938
carFAR_05,0.138,0.042109433,0.606283353,4.307622478,0.424785461,0.173827097,,,,0.138,0.138,0.138,0.138,0.138,0.138,0.042109433,0.042508688,0.042907943,0.043307197,0.043706452,0.044105707
carFAR_05,0.139,0.042717869,0.61058974,4.306387443,0.424785461,0.175061778,,,,0.139,0.139,0.139,0.139,0.139,0.139,0.042717869,0.043122893,0.043527917,0.04393294,0.044337964,0.044742988
carFAR_05,0.14,0.043330612,0.614894893,4.305152761,0.424785461,0.176296106,,,,0.14,0.14,0.14,0.14,0.14,0.14,0.043330612,0.043741445,0.044152278,0.044563112,0.044973945,0.045384778
carFAR_05,0.141,0.043947659,0.619198811,4.303918434,0.424785461,0.177530079,,,,0.141,0.141,0.141,0.141,0.141,0.141,0.043947659,0.044364342,0.044781026,0.04519771,0.045614394,0.046031077
carFAR_05,0.142,0.044569009,0.623501496,4.30268446,0.424785461,0.178763699,,,,0.142,0.142,0.142,0.142,0.142,0.142,0.044569009,0.044991584,0.045414159,0.045836734,0.046259309,0.046681884
carFAR_05,0.143,0.045194661,0.627802946,4.30145084,0.424785461,0.179996965,,,,0.143,0.143,0.143,0.143,0.143,0.143,0.045194661,0.045623168,0.046051675,0.046480182,0.046908689,0.047337196
carFAR_05,0.144,0.045824614,0.632103164,4.300217574,0.424785461,0.181229878,,,,0.144,0.144,0.144,0.144,0.144,0.144,0.045824614,0.046259094,0.046693574,0.047128054,0.047562533,0.047997013
carFAR_05,0.145,0.046458867,0.636402149,4.298984662,0.424785461,0.182462437,,,,0.145,0.145,0.145,0.145,0.145,0.145,0.046458867,0.04689936,0.047339853,0.047780347,0.04822084,0.048661334
carFAR_05,0.146,0.047097418,0.640699901,4.297752103,0.424785461,0.183694642,,,,0.146,0.146,0.146,0.146,0.146,0.146,0.047097418,0.047543965,0.047990513,0.048437061,0.048883609,0.049330156
carFAR_05,0.147,0.047740266,0.644996421,4.296519897,0.424785461,0.184926495,,,,0.147,0.147,0.147,0.147,0.147,0.147,0.047740266,0.048192909,0.048645551,0.049098194,0.049550837,0.05000348
carFAR_05,0.148,0.04838741,0.649291709,4.295288045,0.424785461,0.186157994,,,,0.148,0.148,0.148,0.148,0.148,0.148,0.04838741,0.048846189,0.049304967,0.049763746,0.050222524,0.050681303
carFAR_05,0.149,0.049038849,0.653585765,4.294056546,0.424785461,0.18738914,,,,0.149,0.149,0.149,0.149,0.149,0.149,0.049038849,0.049503804,0.049968759,0.050433714,0.050898669,0.051363625
carFAR_05,0.15,0.049694581,0.657878591,4.2928254,0.424785461,0.188619933,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.049694581,0.050165753,0.050636926,0.051108098,0.05157927,0.052050443
carFAR_05,0.151,0.050354605,0.662170185,4.291594606,0.424785461,0.189850373,,,,0.151,0.151,0.151,0.151,0.151,0.151,0.050354605,0.050832036,0.051309466,0.051786896,0.052264327,0.052741757
carFAR_05,0.152,0.051018921,0.666460549,4.290364166,0.424785461,0.191080461,,,,0.152,0.152,0.152,0.152,0.152,0.152,0.051018921,0.051502649,0.051986378,0.052470107,0.052953836,0.053437565
carFAR_05,0.153,0.051687526,0.670749684,4.289134079,0.424785461,0.192310195,,,,0.153,0.153,0.153,0.153,0.153,0.153,0.051687526,0.052177594,0.052667662,0.05315773,0.053647799,0.054137867
carFAR_05,0.154,0.052360419,0.675037588,4.287904344,0.424785461,0.193539578,,,,0.154,0.154,0.154,0.154,0.154,0.154,0.052360419,0.052856867,0.053353316,0.053849764,0.054346212,0.05484266
carFAR_05,0.155,0.0530376,0.679324263,4.286674962,0.424785461,0.194768607,,,,0.155,0.155,0.155,0.155,0.155,0.155,0.0530376,0.053540469,0.054043338,0.054546207,0.055049075,0.055551944
carFAR_05,0.156,0.053719067,0.683609709,4.285445932,0.424785461,0.195997285,,,,0.156,0.156,0.156,0.156,0.156,0.156,0.053719067,0.054228397,0.054737727,0.055247057,0.055756387,0.056265717
carFAR_05,0.157,0.054404819,0.687893926,4.284217255,0.424785461,0.19722561,,,,0.157,0.157,0.157,0.157,0.157,0.157,0.054404819,0.054920651,0.055436483,0.055952315,0.056468147,0.056983979
carFAR_05,0.158,0.055094854,0.692176915,4.28298893,0.424785461,0.198453583,,,,0.158,0.158,0.158,0.158,0.158,0.158,0.055094854,0.055617229,0.056139603,0.056661978,0.057184352,0.057706726
carFAR_05,0.159,0.055789172,0.696458676,4.281760957,0.424785461,0.199681204,,,,0.159,0.159,0.159,0.159,0.159,0.159,0.055789172,0.05631813,0.056847087,0.057376045,0.057905002,0.05843396
carFAR_05,0.16,0.056487771,0.700739209,4.280533336,0.424785461,0.200908472,,,,0.16,0.16,0.16,0.16,0.16,0.16,0.056487771,0.057023352,0.057558933,0.058094515,0.058630096,0.059165677
carFAR_05,0.161,0.05719065,0.705018515,4.279306067,0.424785461,0.202135389,,,,0.161,0.161,0.161,0.161,0.161,0.161,0.05719065,0.057732895,0.058275141,0.058817386,0.059359632,0.059901877
carFAR_05,0.162,0.057897808,0.709296594,4.27807915,0.424785461,0.203361955,,,,0.162,0.162,0.162,0.162,0.162,0.162,0.057897808,0.058446758,0.058995708,0.059544658,0.060093608,0.060642559
carFAR_05,0.163,0.058609243,0.713573447,4.276852585,0.424785461,0.204588168,,,,0.163,0.163,0.163,0.163,0.163,0.163,0.058609243,0.059164938,0.059720634,0.060276329,0.060832025,0.06138772
carFAR_05,0.164,0.059324954,0.717849073,4.275626371,0.424785461,0.20581403,,,,0.164,0.164,0.164,0.164,0.164,0.164,0.059324954,0.059887435,0.060449917,0.061012398,0.06157488,0.062137361
carFAR_05,0.165,0.06004494,0.722123474,4.274400509,0.424785461,0.207039541,,,,0.165,0.165,0.165,0.165,0.165,0.165,0.06004494,0.060614248,0.061183556,0.061752864,0.062322172,0.06289148
carFAR_05,0.166,0.0607692,0.726396649,4.273174999,0.424785461,0.2082647,,,,0.166,0.166,0.166,0.166,0.166,0.166,0.0607692,0.061345375,0.06192155,0.062497725,0.0630739,0.063650075
carFAR_05,0.167,0.061497733,0.730668599,4.27194984,0.424785461,0.209489508,,,,0.167,0.167,0.167,0.167,0.167,0.167,0.061497733,0.062080815,0.062663898,0.06324698,0.063830062,0.064413145
carFAR_05,0.168,0.062230537,0.734939324,4.270725032,0.424785461,0.210713965,,,,0.168,0.168,0.168,0.168,0.168,0.168,0.062230537,0.062820567,0.063410598,0.064000628,0.064590658,0.065180689
carFAR_05,0.169,0.062967611,0.739208824,4.269500575,0.424785461,0.21193807,,,,0.169,0.169,0.169,0.169,0.169,0.169,0.062967611,0.06356463,0.064161649,0.064758667,0.065355686,0.065952705
carFAR_05,0.17,0.063708954,0.743477101,4.268276469,0.424785461,0.213161825,,,,0.17,0.17,0.17,0.17,0.17,0.17,0.063708954,0.064313002,0.064917049,0.065521097,0.066125145,0.066729193
carFAR_05,0.171,0.064454564,0.747744154,4.267052715,0.424785461,0.214385229,,,,0.171,0.171,0.171,0.171,0.171,0.171,0.064454564,0.065065682,0.065676799,0.066287916,0.066899033,0.06751015
carFAR_05,0.172,0.065204442,0.752009983,4.265829311,0.424785461,0.215608282,,,,0.172,0.172,0.172,0.172,0.172,0.172,0.065204442,0.065822669,0.066440896,0.067059123,0.06767735,0.068295577
carFAR_05,0.173,0.065958584,0.756274589,4.264606258,0.424785461,0.216830984,,,,0.173,0.173,0.173,0.173,0.173,0.173,0.065958584,0.066583961,0.067209339,0.067834716,0.068460093,0.069085471
carFAR_05,0.174,0.06671699,0.760537973,4.263383555,0.424785461,0.218053336,,,,0.174,0.174,0.174,0.174,0.174,0.174,0.06671699,0.067349558,0.067982126,0.068614694,0.069247262,0.069879831
carFAR_05,0.175,0.067479659,0.764800134,4.262161203,0.424785461,0.219275338,,,,0.175,0.175,0.175,0.175,0.175,0.175,0.067479659,0.068119458,0.068759258,0.069399057,0.070038856,0.070678655
carFAR_05,0.176,0.06824659,0.769061073,4.260939202,0.424785461,0.220496989,,,,0.176,0.176,0.176,0.176,0.176,0.176,0.06824659,0.068893661,0.069540731,0.070187802,0.070834873,0.071481944
carFAR_05,0.177,0.069017781,0.773320791,4.259717551,0.424785461,0.221718289,,,,0.177,0.177,0.177,0.177,0.177,0.177,0.069017781,0.069672163,0.070326546,0.070980929,0.071635312,0.072289694
carFAR_05,0.178,0.069793231,0.777579287,4.25849625,0.424785461,0.22293924,,,,0.178,0.178,0.178,0.178,0.178,0.178,0.069793231,0.070454966,0.071116701,0.071778436,0.072440171,0.073101906
carFAR_05,0.179,0.070572939,0.781836562,4.257275299,0.424785461,0.224159841,,,,0.179,0.179,0.179,0.179,0.179,0.179,0.070572939,0.071242066,0.071911194,0.072580322,0.07324945,0.073918577
carFAR_05,0.18,0.071356903,0.786092617,4.256054699,0.424785461,0.225380091,,,,0.18,0.18,0.18,0.18,0.18,0.18,0.071356903,0.072033464,0.072710025,0.073386586,0.074063146,0.074739707
carFAR_05,0.181,0.072145123,0.790347451,4.254834448,0.424785461,0.226599992,,,,0.181,0.181,0.181,0.181,0.181,0.181,0.072145123,0.072829157,0.073513192,0.074197226,0.07488126,0.075565294
carFAR_05,0.182,0.072937598,0.794601066,4.253614548,0.424785461,0.227819543,,,,0.182,0.182,0.182,0.182,0.182,0.182,0.072937598,0.073629145,0.074320693,0.075012241,0.075703789,0.076395337
carFAR_05,0.183,0.073734325,0.798853461,4.252394997,0.424785461,0.229038744,,,,0.183,0.183,0.183,0.183,0.183,0.183,0.073734325,0.074433427,0.075132529,0.075831631,0.076530733,0.077229835
carFAR_05,0.184,0.074535304,0.803104637,4.251175795,0.424785461,0.230257596,,,,0.184,0.184,0.184,0.184,0.184,0.184,0.074535304,0.075242,0.075948697,0.076655393,0.077362089,0.078068786
carFAR_05,0.185,0.075340533,0.807354594,4.249956943,0.424785461,0.231476098,,,,0.185,0.185,0.185,0.185,0.185,0.185,0.075340533,0.076054864,0.076769196,0.077483527,0.078197858,0.078912189
carFAR_05,0.186,0.076150012,0.811603332,4.248738441,0.424785461,0.232694251,,,,0.186,0.186,0.186,0.186,0.186,0.186,0.076150012,0.076872018,0.077594024,0.07831603,0.079038036,0.079760042
carFAR_05,0.187,0.076963739,0.815850852,4.247520288,0.424785461,0.233912055,,,,0.187,0.187,0.187,0.187,0.187,0.187,0.076963739,0.077693461,0.078423182,0.079152903,0.079882624,0.080612346
carFAR_05,0.188,0.077781713,0.820097155,4.246302484,0.424785461,0.23512951,,,,0.188,0.188,0.188,0.188,0.188,0.188,0.077781713,0.07851919,0.079256667,0.079994144,0.080731621,0.081469097
carFAR_05,0.189,0.078603933,0.82434224,4.24508503,0.424785461,0.236346615,,,,0.189,0.189,0.189,0.189,0.189,0.189,0.078603933,0.079349206,0.080094478,0.080839751,0.081585023,0.082330296
carFAR_05,0.19,0.079430397,0.828586108,4.243867924,0.424785461,0.237563372,,,,0.19,0.19,0.19,0.19,0.19,0.19,0.079430397,0.080183506,0.080936614,0.081689723,0.082442831,0.08319594
carFAR_05,0.191,0.080261105,0.832828759,4.242651168,0.424785461,0.238779779,,,,0.191,0.191,0.191,0.191,0.191,0.191,0.080261105,0.08102209,0.081783074,0.082544059,0.083305044,0.084066029
carFAR_05,0.192,0.081096054,0.837070194,4.24143476,0.424785461,0.239995838,,,,0.192,0.192,0.192,0.192,0.192,0.192,0.081096054,0.081864956,0.082633857,0.083402758,0.084171659,0.08494056
carFAR_05,0.193,0.081935245,0.841310412,4.240218701,0.424785461,0.241211549,,,,0.193,0.193,0.193,0.193,0.193,0.193,0.081935245,0.082712102,0.08348896,0.084265818,0.085042676,0.085819534
carFAR_05,0.194,0.082778674,0.845549415,4.239002991,0.424785461,0.24242691,,,,0.194,0.194,0.194,0.194,0.194,0.194,0.082778674,0.083563529,0.084348384,0.085133239,0.085918094,0.086702948
carFAR_05,0.195,0.083626343,0.849787203,4.237787629,0.424785461,0.243641924,,,,0.195,0.195,0.195,0.195,0.195,0.195,0.083626343,0.084419235,0.085212126,0.086005018,0.08679791,0.087590802
carFAR_05,0.196,0.084478248,0.854023776,4.236572616,0.424785461,0.244856588,,,,0.196,0.196,0.196,0.196,0.196,0.196,0.084478248,0.085279217,0.086080186,0.086881155,0.087682124,0.088483094
carFAR_05,0.197,0.08533439,0.858259134,4.235357951,0.424785461,0.246070905,,,,0.197,0.197,0.197,0.197,0.197,0.197,0.08533439,0.086143476,0.086952563,0.087761649,0.088570735,0.089379822
carFAR_05,0.198,0.086194766,0.862493277,4.234143634,0.424785461,0.247284874,,,,0.198,0.198,0.198,0.198,0.198,0.198,0.086194766,0.08701201,0.087829254,0.088646498,0.089463742,0.090280986
carFAR_05,0.199,0.087059376,0.866726207,4.232929666,0.424785461,0.248498494,,,,0.199,0.199,0.199,0.199,0.199,0.199,0.087059376,0.087884817,0.088710259,0.089535701,0.090361142,0.091186584
carFAR_05,0.2,0.087928218,0.870957923,4.231716045,0.424785461,0.249711767,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.087928218,0.088761897,0.089595577,0.090429256,0.091262936,0.092096615
carFAR_05,0.201,0.088801291,0.875188426,4.230502773,0.424785461,0.250924691,,,,0.201,0.201,0.201,0.201,0.201,0.201,0.088801291,0.089643248,0.090485206,0.091327163,0.09216912,0.093011078
carFAR_05,0.202,0.089678594,0.879417716,4.229289848,0.424785461,0.252137268,,,,0.202,0.202,0.202,0.202,0.202,0.202,0.089678594,0.090528869,0.091379145,0.09222942,0.093079696,0.093929971
carFAR_05,0.203,0.090560126,0.883645793,4.228077271,0.424785461,0.253349497,,,,0.203,0.203,0.203,0.203,0.203,0.203,0.090560126,0.091418759,0.092277393,0.093136026,0.09399466,0.094853293
carFAR_05,0.204,0.091445885,0.887872658,4.226865042,0.424785461,0.254561379,,,,0.204,0.204,0.204,0.204,0.204,0.204,0.091445885,0.092312917,0.093179948,0.09404698,0.094914012,0.095781044
carFAR_05,0.205,0.09233587,0.892098311,4.22565316,0.424785461,0.255772913,,,,0.205,0.205,0.205,0.205,0.205,0.205,0.09233587,0.09321134,0.094086811,0.094962281,0.095837751,0.096713221
carFAR_05,0.206,0.093230081,0.896322753,4.224441626,0.424785461,0.2569841,,,,0.206,0.206,0.206,0.206,0.206,0.206,0.093230081,0.094114029,0.094997978,0.095881926,0.096765874,0.097649823
carFAR_05,0.207,0.094128515,0.900545983,4.223230439,0.424785461,0.25819494,,,,0.207,0.207,0.207,0.207,0.207,0.207,0.094128515,0.095020982,0.095913449,0.096805916,0.097698382,0.098590849
carFAR_05,0.208,0.095031172,0.904768003,4.2220196,0.424785461,0.259405432,,,,0.208,0.208,0.208,0.208,0.208,0.208,0.095031172,0.095932198,0.096833223,0.097734248,0.098635273,0.099536298
carFAR_05,0.209,0.095938051,0.908988812,4.220809107,0.424785461,0.260615577,,,,0.209,0.209,0.209,0.209,0.209,0.209,0.095938051,0.096847674,0.097757298,0.098666922,0.099576545,0.100486169
carFAR_05,0.21,0.096849149,0.913208411,4.219598962,0.424785461,0.261825376,,,,0.21,0.21,0.21,0.21,0.21,0.21,0.096849149,0.097767411,0.098685674,0.099603936,0.100522198,0.10144046
carFAR_05,0.211,0.097764467,0.9174268,4.218389164,0.424785461,0.263034827,,,,0.211,0.211,0.211,0.211,0.211,0.211,0.097764467,0.098691408,0.099618348,0.100545289,0.101472229,0.10239917
carFAR_05,0.212,0.098684002,0.92164398,4.217179712,0.424785461,0.264243932,,,,0.212,0.212,0.212,0.212,0.212,0.212,0.098684002,0.099619661,0.10055532,0.101490979,0.102426638,0.103362297
carFAR_05,0.213,0.099607754,0.92585995,4.215970607,0.424785461,0.26545269,,,,0.213,0.213,0.213,0.213,0.213,0.213,0.099607754,0.100552172,0.101496589,0.102441007,0.103385424,0.104329841
carFAR_05,0.214,0.100535722,0.930074712,4.214761849,0.424785461,0.266661102,,,,0.214,0.214,0.214,0.214,0.214,0.214,0.100535722,0.101488937,0.102442153,0.103395369,0.104348585,0.105301801
carFAR_05,0.215,0.101467903,0.934288266,4.213553438,0.424785461,0.267869167,,,,0.215,0.215,0.215,0.215,0.215,0.215,0.101467903,0.102429957,0.103392011,0.104354066,0.10531612,0.106278174
carFAR_05,0.216,0.102404298,0.938500611,4.212345372,0.424785461,0.269076886,,,,0.216,0.216,0.216,0.216,0.216,0.216,0.102404298,0.10337523,0.104346162,0.105317095,0.106288027,0.10725896
carFAR_05,0.217,0.103344904,0.942711749,4.211137654,0.424785461,0.270284258,,,,0.217,0.217,0.217,0.217,0.217,0.217,0.103344904,0.104324754,0.105304605,0.106284456,0.107264306,0.108244157
carFAR_05,0.218,0.10428972,0.946921679,4.209930281,0.424785461,0.271491285,,,,0.218,0.218,0.218,0.218,0.218,0.218,0.10428972,0.105278529,0.106267338,0.107256147,0.108244956,0.109233765
carFAR_05,0.219,0.105238747,0.951130402,4.208723255,0.424785461,0.272697965,,,,0.219,0.219,0.219,0.219,0.219,0.219,0.105238747,0.106236553,0.10723436,0.108232167,0.109229974,0.110227781
carFAR_05,0.22,0.106191981,0.955337919,4.207516575,0.424785461,0.273904299,,,,0.22,0.22,0.22,0.22,0.22,0.22,0.106191981,0.107198826,0.10820567,0.109212515,0.11021936,0.111226205
carFAR_05,0.221,0.107149422,0.959544229,4.20631024,0.424785461,0.275110287,,,,0.221,0.221,0.221,0.221,0.221,0.221,0.107149422,0.108165344,0.109181267,0.11019719,0.111213113,0.112229035
carFAR_05,0.222,0.108111069,0.963749333,4.205104252,0.424785461,0.27631593,,,,0.222,0.222,0.222,0.222,0.222,0.222,0.108111069,0.109136109,0.110161149,0.11118619,0.11221123,0.113236271
carFAR_05,0.223,0.10907692,0.967953232,4.203898609,0.424785461,0.277521227,,,,0.223,0.223,0.223,0.223,0.223,0.223,0.10907692,0.110111118,0.111145316,0.112179514,0.113213712,0.11424791
carFAR_05,0.224,0.110046974,0.972155925,4.202693312,0.424785461,0.278726178,,,,0.224,0.224,0.224,0.224,0.224,0.224,0.110046974,0.11109037,0.112133765,0.113177161,0.114220556,0.115263952
carFAR_05,0.225,0.111021231,0.976357413,4.201488361,0.424785461,0.279930784,,,,0.225,0.225,0.225,0.225,0.225,0.225,0.111021231,0.112073864,0.113126497,0.114179129,0.115231762,0.116284395
carFAR_05,0.226,0.111999689,0.980557697,4.200283755,0.424785461,0.281135045,,,,0.226,0.226,0.226,0.226,0.226,0.226,0.111999689,0.113061598,0.114123508,0.115185418,0.116247328,0.117309238
carFAR_05,0.227,0.112982346,0.984756777,4.199079494,0.424785461,0.28233896,,,,0.227,0.227,0.227,0.227,0.227,0.227,0.112982346,0.114053573,0.115124799,0.116196026,0.117267253,0.11833848
carFAR_05,0.228,0.113969202,0.988954652,4.197875579,0.424785461,0.28354253,,,,0.228,0.228,0.228,0.228,0.228,0.228,0.113969202,0.115049785,0.116130369,0.117210952,0.118291536,0.119372119
carFAR_05,0.229,0.114960255,0.993151324,4.196672009,0.424785461,0.284745755,,,,0.229,0.229,0.229,0.229,0.229,0.229,0.114960255,0.116050235,0.117140215,0.118230195,0.119320175,0.120410155
carFAR_05,0.23,0.115955504,0.997346793,4.195468784,0.424785461,0.285948635,,,,0.23,0.23,0.23,0.23,0.23,0.23,0.115955504,0.11705492,0.118154336,0.119253753,0.120353169,0.121452585
carFAR_05,0.231,0.116954948,1.001541059,4.194265904,0.424785461,0.287151171,,,,0.231,0.231,0.231,0.231,0.231,0.231,0.116954948,0.11806384,0.119172732,0.120281625,0.121390517,0.12249941
carFAR_05,0.232,0.117958585,1.005734122,4.193063369,0.424785461,0.288353361,,,,0.232,0.232,0.232,0.232,0.232,0.232,0.117958585,0.119076993,0.120195402,0.12131381,0.122432218,0.123550627
carFAR_05,0.233,0.118966415,1.009925984,4.191861178,0.424785461,0.289555207,,,,0.233,0.233,0.233,0.233,0.233,0.233,0.118966415,0.120094379,0.121222343,0.122350307,0.123478271,0.124606235
carFAR_05,0.234,0.119978437,1.014116643,4.190659333,0.424785461,0.290756708,,,,0.234,0.234,0.234,0.234,0.234,0.234,0.119978437,0.121115996,0.122253555,0.123391114,0.124528674,0.125666233
carFAR_05,0.235,0.120994648,1.018306101,4.189457832,0.424785461,0.291957865,,,,0.235,0.235,0.235,0.235,0.235,0.235,0.120994648,0.122141842,0.123289037,0.124436231,0.125583425,0.12673062
carFAR_05,0.236,0.122015048,1.022494357,4.188256675,0.424785461,0.293158677,,,,0.236,0.236,0.236,0.236,0.236,0.236,0.122015048,0.123171917,0.124328786,0.125485655,0.126642525,0.127799394
carFAR_05,0.237,0.123039636,1.026681413,4.187055863,0.424785461,0.294359145,,,,0.237,0.237,0.237,0.237,0.237,0.237,0.123039636,0.12420622,0.125372803,0.126539387,0.12770597,0.128872554
carFAR_05,0.238,0.12406841,1.030867269,4.185855395,0.424785461,0.295559269,,,,0.238,0.238,0.238,0.238,0.238,0.238,0.12406841,0.125244748,0.126421086,0.127597424,0.128773762,0.129950099
carFAR_05,0.239,0.12510137,1.035051924,4.184655271,0.424785461,0.296759048,,,,0.239,0.239,0.239,0.239,0.239,0.239,0.12510137,0.126287502,0.127473633,0.128659765,0.129845897,0.131032028
carFAR_05,0.24,0.126138514,1.039235379,4.183455491,0.424785461,0.297958484,,,,0.24,0.24,0.24,0.24,0.24,0.24,0.126138514,0.127334479,0.128530444,0.129726409,0.130922374,0.13211834
carFAR_05,0.241,0.12717984,1.043417635,4.182256055,0.424785461,0.299157576,,,,0.241,0.241,0.241,0.241,0.241,0.241,0.12717984,0.128385678,0.129591517,0.130797355,0.132003194,0.133209032
carFAR_05,0.242,0.128225348,1.047598692,4.181056963,0.424785461,0.300356324,,,,0.242,0.242,0.242,0.242,0.242,0.242,0.128225348,0.129441099,0.130656851,0.131872602,0.133088353,0.134304104
carFAR_05,0.243,0.129275037,1.051778551,4.179858215,0.424785461,0.301554728,,,,0.243,0.243,0.243,0.243,0.243,0.243,0.129275037,0.130500741,0.131726444,0.132952148,0.134177852,0.135403555
carFAR_05,0.244,0.130328905,1.05595721,4.178659811,0.424785461,0.302752789,,,,0.244,0.244,0.244,0.244,0.244,0.244,0.130328905,0.131564601,0.132800296,0.134035992,0.135271688,0.136507384
